time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1781099281095288000,44.5352880859375,-2.838877313798576,-0.9802074469469968,-0.09158667885351673,-2.927094622242309,0.10644921750776125,-0.13954875285482626,-0.18416225365182523
1781099281120364000,44.56036401367187,-2.834178928347644,-0.9798837799039894,-0.09045246215242239,-2.9286222370701758,0.10737599128484288,-0.14183286552054974,-0.18584161341723054
1781099281145439000,44.58543896484375,-2.8304021809885653,-0.979688015344765,-0.0902588611736612,-2.9288813041866177,0.1067125192669003,-0.14379602857244483,-0.18417161500450688
1781099281170515000,44.610514892578124,-2.825516622834832,-0.9794455748043694,-0.09007458632603728,-2.929179747878226,0.1055955081805429,-0.14636437822412585,-0.18147717285644782
1781099281195590100,44.63559008789063,-2.8187656383072364,-0.9789446778199581,-0.09022767269277464,-2.9283180128517694,0.10545276620595531,-0.1496863087735988,-0.1804305532601041
1781099281220665900,44.660665771484375,-2.812032237798499,-0.9783525079289196,-0.09086445343071073,-2.9263258864057144,0.10580746274572116,-0.15288828740094446,-0.1802238188752109
1781099281245741800,44.685741943359375,-2.8051724713570967,-0.9776931718824017,-0.09187272269481918,-2.9235150021471425,0.10635161899323103,-0.15609198557201304,-0.1802518126209127
1781099281270817000,44.71081713867188,-2.797819688496624,-0.9770579306022265,-0.09219741810171168,-2.9221019744637955,0.1066601721521649,-0.15962771411572313,-0.1799616145016045
1781099281295893000,44.73589306640625,-2.7900582599093977,-0.9764071839890511,-0.0919301205563158,-2.9217564534278124,0.10715915394459358,-0.1633852922506735,-0.18019546423151242
1781099281320969000,44.760968994140626,-2.781222032845981,-0.9755847001895828,-0.09190035465546441,-2.9206254746323754,0.1082155540892216,-0.16756567616257112,-0.18134043188388044
1781099281346044200,44.78604418945312,-2.772853465214328,-0.9747732607175283,-0.09186174347187302,-2.9194895186934846,0.10940061034353801,-0.17149398528660723,-0.18279031463715048
1781099281371119900,44.81111987304688,-2.765880942678999,-0.9741785816762907,-0.09126911257590126,-2.9198730644478856,0.10980549589682342,-0.1748969538532716,-0.18303523904919128
1781099281396194800,44.83619482421875,-2.758686978173042,-0.9734830073977048,-0.09167426383471114,-2.918298171169236,0.11010665392158044,-0.1783348507713647,-0.18269103607894333
1781099281421270800,44.86127075195313,-2.752278629892195,-0.9727921606890992,-0.09259664833255815,-2.915705272331395,0.1105656458997207,-0.18131897416817053,-0.18254790368544527
1781099281446347000,44.88634692382813,-2.74654997837516,-0.9721234674022825,-0.09373093532235595,-2.912687872727306,0.11118095753066357,-0.18392745783011438,-0.18269853051659754
1781099281471422000,44.911421875,-2.742019879584186,-0.971623709702924,-0.09458485830682878,-2.910542128713598,0.11129497863299041,-0.1860493594533675,-0.18208324958203967
1781099281496498000,44.93649780273437,-2.736625424261798,-0.9709917845646436,-0.09570791807656344,-2.9076735678119383,0.11167790631934925,-0.18852866281315891,-0.18178890352654653
1781099281521574100,44.96157421875,-2.7312690275567255,-0.9703052185805939,-0.09583603991649864,-2.906102722849964,0.11360870689010855,-0.190830472269902,-0.18494591263561097
1781099281546649000,44.986649169921876,-2.7249360275688423,-0.969553552994531,-0.09562359115844153,-2.905147867674633,0.1154173701811792,-0.1936513337106452,-0.18787465351224614
1781099281571724800,45.011724853515624,-2.718726060278653,-0.9688397135783304,-0.09620827239298049,-2.903125255634515,0.11607298705552573,-0.19652118764199766,-0.18820746054545265
1781099281596799700,45.0367998046875,-2.7134275293644645,-0.9683914182928345,-0.09563755812884504,-2.903926914321318,0.11570121564550372,-0.19921046585232452,-0.18707336633319044
1781099281621876000,45.0618759765625,-2.705451068291009,-0.9675080057526134,-0.09553027244369953,-2.9029474089240703,0.11669067373109407,-0.20294227303084086,-0.18813187598092224
1781099281646952000,45.086951904296875,-2.698567164666701,-0.9665719031938476,-0.09675064055802379,-2.8992096445039697,0.11817961864997314,-0.20594081052559737,-0.18974490774900366
1781099281672027000,45.11202685546875,-2.692614438884413,-0.9656533912531737,-0.09937610903813625,-2.893046321112727,0.11910435665944384,-0.20845152583575433,-0.18973315844754352
1781099281697103000,45.13710302734375,-2.687806764143755,-0.9648402554220977,-0.101851567606105,-2.887202039625408,0.1201956244468604,-0.21038693162394106,-0.19022788734079255
1781099281722178800,45.1621787109375,-2.6820877883984484,-0.9640797354629261,-0.10303606986231141,-2.8840713232480817,0.12074140773617183,-0.21296807951001728,-0.19006416106139723
1781099281747254000,45.18725390625,-2.6757288568361437,-0.9632189847416254,-0.10450671759813375,-2.880337690326537,0.12124491338032713,-0.21584085795107277,-0.1895909247590105
1781099281772330000,45.212330078125,-2.6707665199326924,-0.9625698527090187,-0.10499305106484208,-2.878557192118697,0.12197253378653437,-0.2180791405801905,-0.19016464965736266
1781099281797405000,45.23740502929687,-2.6637760688495518,-0.9616627557059738,-0.10459086970494191,-2.87771403049999,0.12391266303662189,-0.2211587125536631,-0.1932628554320346
1781099281822481000,45.26248095703125,-2.656360085115163,-0.960541129040309,-0.10541601520810613,-2.874137007066118,0.12635701396628787,-0.2242366562244467,-0.19673254057262513
1781099281847557000,45.28755712890625,-2.650605182027263,-0.9597210289795504,-0.10634189932924462,-2.8712802699135596,0.12729002952706198,-0.2267691411000904,-0.1973747342199709
1781099281872632000,45.312632080078124,-2.6442250046147846,-0.9589556601974147,-0.10624472891212393,-2.8706183692888265,0.12773415894446108,-0.22978250240003734,-0.19743665296605462
1781099281897708000,45.3377080078125,-2.6367446063074516,-0.9579923924598897,-0.10501314224953766,-2.8711140508225252,0.12996511235716918,-0.23309194437917152,-0.20141481340028602
1781099281922783700,45.36278369140625,-2.6315180538163823,-0.957185232629703,-0.1041740264016419,-2.8706805333020715,0.13285349042711989,-0.2351470953708353,-0.20680942062547192
1781099281947859000,45.38785888671875,-2.6289633136625845,-0.9565901595096828,-0.10591171368936732,-2.8661965138269285,0.13437209431511016,-0.23592829883635297,-0.20861272862222333
1781099281972935000,45.41293481445312,-2.6264807662705256,-0.9562847753615785,-0.10658764103623095,-2.8649161720682184,0.13382859089997923,-0.23716769071062832,-0.20687056367219941
1781099281998010000,45.43801000976563,-2.6225265354179186,-0.9558780554923526,-0.106208849259225,-2.8654631672407174,0.13344883675720645,-0.2391821685021517,-0.2057640004096342
1781099282023086000,45.46308618164063,-2.618948546414703,-0.9552794612931256,-0.10689224451948316,-2.8631307699149073,0.13459741944282105,-0.24062165962388707,-0.2071944026995424
1781099282048162300,45.48816235351563,-2.6151746412196903,-0.954542978822535,-0.1081395635665996,-2.8593093400474365,0.13639231758017537,-0.24197253244129083,-0.20958198506539152
1781099282073237200,45.5132373046875,-2.611114047535392,-0.9538385442553026,-0.10955863578241602,-2.855644472570884,0.137238360195631,-0.2436281223112919,-0.20996262518157272
1781099282098313200,45.53831323242188,-2.6073719376358357,-0.9533210517633995,-0.11044587960940283,-2.853685460299774,0.13695793319640331,-0.24540412727448477,-0.20842783047198551
1781099282123389200,45.56338916015625,-2.6028590105020943,-0.9527961309998692,-0.1095187556973664,-2.854733676478141,0.1374821620098402,-0.24755605814983175,-0.209285333951342
1781099282148464000,45.58846411132812,-2.5986612286030257,-0.9522792464728392,-0.10864458425197474,-2.8555756499108305,0.1382323713840278,-0.24950430538303356,-0.2106106074029923
1781099282173540000,45.6135400390625,-2.596381048390576,-0.9520928258462698,-0.10787399110047038,-2.85704513532218,0.13787937144793275,-0.2507421378750731,-0.20999070646876483
1781099282198615000,45.63861499023437,-2.592979574563919,-0.951762993066359,-0.10782955707568989,-2.8574047518178243,0.13680332251310381,-0.25259622913265034,-0.20741806992070558
1781099282223691300,45.66369116210937,-2.5880670147245097,-0.9510344313062455,-0.10839171416074188,-2.855494276845286,0.13734451864015712,-0.2547963929145179,-0.20748868030101209
1781099282248767200,45.68876733398437,-2.5833307550227382,-0.9502098536946139,-0.10915888926431618,-2.852585283646938,0.1389297043289499,-0.2566790975570292,-0.20951664325672367
1781099282273842200,45.71384228515625,-2.5796562563667456,-0.9495848767758641,-0.1097330280323292,-2.850471408812177,0.1399733978025272,-0.25817584030416235,-0.21072857156034622
1781099282298918000,45.73891796875,-2.5760902963465138,-0.9491930748269404,-0.10954056331538287,-2.850854486860373,0.1393411526081695,-0.2600336778864533,-0.2090747044413277
1781099282323994000,45.763994140625,-2.5717741223141672,-0.9487805254659114,-0.10883923199362311,-2.852400548308651,0.13829850025859403,-0.26237974251104684,-0.20678599073979234
1781099282349069000,45.789069091796875,-2.567869902068474,-0.9483967471898227,-0.10765915817764067,-2.8544995211982602,0.13795918080632388,-0.26442481565380177,-0.20620274239400085
1781099282374145000,45.81414501953125,-2.5642096441223514,-0.9478949794530727,-0.10742109229606973,-2.8543688213618634,0.138324422578925,-0.2661243919118221,-0.2065243001763494
1781099282399220200,45.83922021484375,-2.561643996920971,-0.9474504704454214,-0.10801040172697425,-2.852645386465429,0.1388500284870632,-0.26719278183411327,-0.20685998984179613
