time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1781099368999563800,132.43956372070312,3.931837390176952,0.7182578241013536,7.25637000792481,23.06849038516426,59.09306175541133,61.4460563659668,8.000012622446993,8.573601031410313,72.66155138455811,10.302741242896815
1781099369999578000,133.439578125,3.8350466219708323,0.9656731178532443,8.194776119339698,23.068529971370726,58.99627098720521,61.516212463378906,10.660935586658429,8.72081049218032,72.66162677827704,9.547979178628
1781099370999594200,134.43959423828124,3.5063502211123705,0.9281216424252258,7.315127677262872,23.068576532314115,58.667574586346745,61.516212463378906,12.266398123921864,9.971576219853869,72.66172903498074,10.280201178483274
1781099371999606000,135.43960595703126,4.04882747400552,0.9109266979337883,7.258262810102768,23.068626621143515,59.210051839239895,61.516212463378906,13.156247369797265,11.720211072198397,72.66182972991896,10.946913123814326
1781099372999619800,136.43961987304687,4.3127022087574005,0.9148591150260937,7.257782219668061,23.068688156696926,59.473926573991776,56.84322738647461,13.663654103425493,12.74700731094781,72.66193031003522,11.652982536190697
1781099373999633700,137.43963354492186,5.410999490879476,0.9101565390013441,7.2505883465454435,23.06875139469407,60.57222385611385,56.84322738647461,13.941516864380711,12.79304908975361,72.66202951712258,12.000569804611708
1781099374999649000,138.43964892578126,3.73910955991596,0.907929170606744,7.25678035059927,23.0688125361809,58.900333925150335,56.84322738647461,14.091213129772626,12.986892731583724,72.66212851530263,11.841537834467557
1781099375999661600,139.43966162109376,4.6362348748371005,0.9755794424351948,7.5157673591991605,23.068858731827465,59.797459240071476,56.84322738647461,14.161298583076464,11.11673661740484,72.66220657030343,10.516833882505434
1781099376999674400,140.43967431640624,3.4335403786972165,0.9243214816414997,8.236999014884377,23.068894673306385,58.59476474393159,59.902374267578125,14.196358427842648,11.303701013763801,72.66227272823546,9.080943930734646
1781099377999683800,141.4396838378906,3.9754736376926303,0.9196920929390977,9.137593052987526,23.068925519808722,59.136698002927005,59.902374267578125,14.215627984504552,11.538794012704178,72.66233718037164,8.15569374097314
